album,end_date,music,rank,singer,start_date,week_num,year
Taste of Love,2021.05.22,Alcohol-Free,34,TWICE,2021.05.16,21,2021
슬기로운 의사생활 시즌2 OST Part 2,2021.05.29,가을 우체국 앞에서,32,김대명,2021.05.23,22,2021
STEREOTYPE,2021.06.05,색안경 (STEREOTYPE),29,STAYC(스테이씨),2021.05.30,23,2021
선물,2021.06.12,산책,26,백예린,2021.06.06,24,2021
THE ALBUM,2021.05.01,Lovesick Girls,42,BLACKPINK,2021.04.25,18,2021
Dear OHMYGIRL,2021.06.26,Dun Dun Dance,22,오마이걸 (OH MY GIRL),2021.06.20,26,2021
다정히 내 이름을 부르면 (경서예지 x 전건호),2021.07.03,다정히 내 이름을 부르면,21,"경서예지, 전건호",2021.06.27,27,2021
비가 오는 날엔 (2021),2021.06.19,비가 오는 날엔 (2021),24,헤이즈 (Heize),2021.06.13,25,2021
가을 타나 봐 (REVIBE Vol.4),2021.07.10,가을 타나 봐,18,이무진,2021.07.04,28,2021
Justice,2021.07.24,"Peaches (Feat. Daniel Caesar, Giveon)",14,Justin Bieber,2021.07.18,30,2021
Bad Habits,2021.07.31,Bad Habits,13,Ed Sheeran,2021.07.25,31,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.08.07,좋아좋아,11,조정석,2021.08.01,32,2021
시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST,2021.07.17,시간을 거슬러 (낮에 뜨는 달 X 케이윌),16,케이윌 (K.Will),2021.07.11,29,2021
Queendom - The 6th Mini Album,2021.08.21,Queendom,8,레드벨벳(Red Velvet),2021.08.15,34,2021
OHAYO MY NIGHT,2021.08.28,OHAYO MY NIGHT,6,"디핵 (D-Hack), PATEKO(파테코)",2021.08.22,35,2021
DUMB DUMB,2021.08.14,DUMB DUMB,10,전소미,2021.08.08,33,2021
Next Level,2021.09.11,Next Level,3,aespa,2021.09.05,37,2021
Weekend,2021.09.04,Weekend,5,태연 (TAEYEON),2021.08.29,36,2021
신호등,2021.09.18,신호등,2,이무진,2021.09.12,38,2021
멜로가 체질 OST Part 3,2021.03.06,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,65,장범준,2021.02.28,10,2021
에잇,2021.03.13,에잇 (Prod.&Feat. SUGA of BTS),62,아이유 (IU),2021.03.07,11,2021
잠이 오질 않네요,2021.03.20,잠이 오질 않네요,59,장범준,2021.03.14,12,2021
5th Album 'LILAC',2021.03.27,어푸 (Ah puh),57,아이유 (IU),2021.03.21,13,2021
슬기로운 의사생활 시즌2 OST Special,2021.04.10,이젠 잊기로 해요 (Drama Ver.),51,미도와 파라솔,2021.04.04,15,2021
ZERO : FEVER Part.3,2021.04.17,Deja Vu,49,ATEEZ (에이티즈),2021.04.11,16,2021
밝게 빛나는 별이 되어 비춰줄게,2021.04.24,밝게 빛나는 별이 되어 비춰줄게,46,송이한,2021.04.18,17,2021
`키스 먼저 할까요?` OST Part 3,2021.04.03,"모든 날, 모든 순간 (Every day, Every Moment)",54,폴킴,2021.03.28,14,2021
밤하늘의 별을(2020),2021.05.08,밤하늘의 별을(2020),41,경서,2021.05.02,19,2021
최고의 사랑 OST Part 4,2021.05.15,내 손을 잡아,38,아이유 (IU),2021.05.09,20,2021
Summer Queen,2021.05.22,치맛바람 (Chi Mat Ba Ram),35,브레이브걸스 (Brave Girls),2021.05.16,21,2021
하루만 더,2021.05.29,하루만 더,33,빅마마 (BigMama),2021.05.23,22,2021
4 ONLY,2021.06.05,빨간 립스틱 (Feat. 윤미래),30,이하이,2021.05.30,23,2021
Celebrity,2021.06.12,Celebrity,27,아이유 (IU),2021.06.06,24,2021
Savage Love (Laxed - Siren Beat) (BTS Remix),2021.05.01,Savage Love (Laxed - Siren Beat) (BTS Remix),43,"Jawsh 685, Jason Derulo, BTS",2021.04.25,18,2021
5th Album `LILAC`,2021.06.26,라일락,23,아이유 (IU),2021.06.20,26,2021
Dear OHMYGIRL,2021.07.03,Dun Dun Dance,22,오마이걸 (OH MY GIRL),2021.06.27,27,2021
Rollin`,2021.06.19,롤린 (Rollin`),25,브레이브걸스 (Brave Girls),2021.06.13,25,2021
슬기로운 의사생활 시즌2 OST Part 1,2021.07.10,비와 당신,19,이무진,2021.07.04,28,2021
HAPPEN,2021.07.24,헤픈 우연,15,헤이즈 (Heize),2021.07.18,30,2021
Justice,2021.07.31,"Peaches (Feat. Daniel Caesar, Giveon)",14,Justin Bieber,2021.07.25,31,2021
Butter,2021.08.07,Butter,12,방탄소년단,2021.08.01,32,2021
Sticker - The 3rd Album,2021.07.17,Sticker,17,NCT 127,2021.07.11,29,2021
Butter / Permission to Dance,2021.08.21,Permission to Dance,9,방탄소년단,2021.08.15,34,2021
NEXT EPISODE,2021.08.28,낙하 (with 아이유),7,AKMU (악뮤),2021.08.22,35,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.08.14,좋아좋아,11,조정석,2021.08.08,33,2021
MSG워너비 1집,2021.09.11,바라만 본다,4,MSG워너비(M.O.M),2021.09.05,37,2021
OHAYO MY NIGHT,2021.09.04,OHAYO MY NIGHT,6,"디핵 (D-Hack), PATEKO(파테코)",2021.08.29,36,2021
Stay,2021.09.25,Stay,1,"The Kid LAROI, Justin Bieber",2021.09.19,39,2021
Next Level,2021.09.18,Next Level,3,aespa,2021.09.12,38,2021
멜로가 체질 OST Part 3,2021.03.06,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,66,장범준,2021.02.28,10,2021
멜로디,2021.03.13,멜로디,63,ASH ISLAND,2021.03.07,11,2021
Sticker - The 3rd Album,2021.03.20,Lemonade,60,NCT 127,2021.03.14,12,2021
`키스 먼저 할까요?` OST Part 3,2021.03.27,"모든 날, 모든 순간 (Every day, Every Moment)",58,폴킴,2021.03.21,13,2021
슬기로운 의사생활 시즌2 OST Part 8,2021.04.10,여전히 아름다운지,52,세븐틴,2021.04.04,15,2021
Justice,2021.04.17,Off My Face,50,Justin Bieber,2021.04.11,16,2021
We Ride,2021.04.24,운전만해 (We Ride),47,브레이브걸스 (Brave Girls),2021.04.18,17,2021
MAP OF THE SOUL : PERSONA,2021.04.03,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),55,방탄소년단,2021.03.28,14,2021
밤하늘의 별을(2020),2021.05.08,밤하늘의 별을(2020),42,경서,2021.05.02,19,2021
최고의 사랑 OST Part 4,2021.05.15,내 손을 잡아,39,아이유 (IU),2021.05.09,20,2021
안녕 (Hello) - Special Album,2021.05.22,안녕 (Hello),36,조이 (JOY),2021.05.16,21,2021
하루만 더,2021.05.29,하루만 더,34,빅마마 (BigMama),2021.05.23,22,2021
슬기로운 의사생활 시즌2 OST Part 2,2021.06.05,가을 우체국 앞에서,31,김대명,2021.05.30,23,2021
Celebrity,2021.06.12,Celebrity,28,아이유 (IU),2021.06.06,24,2021
선물,2021.05.01,산책,44,백예린,2021.04.25,18,2021
5th Album `LILAC`,2021.06.26,라일락,24,아이유 (IU),2021.06.20,26,2021
Dear OHMYGIRL,2021.07.03,Dun Dun Dance,23,오마이걸 (OH MY GIRL),2021.06.27,27,2021
Rollin`,2021.06.19,롤린 (Rollin`),26,브레이브걸스 (Brave Girls),2021.06.13,25,2021
다정히 내 이름을 부르면 (경서예지 x 전건호),2021.07.10,다정히 내 이름을 부르면,20,"경서예지, 전건호",2021.07.04,28,2021
Bad Habits,2021.07.24,Bad Habits,16,Ed Sheeran,2021.07.18,30,2021
시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST,2021.07.31,시간을 거슬러 (낮에 뜨는 달 X 케이윌),15,케이윌 (K.Will),2021.07.25,31,2021
DUMB DUMB,2021.08.07,DUMB DUMB,13,전소미,2021.08.01,32,2021
My Universe,2021.07.17,My Universe,18,"Coldplay, 방탄소년단",2021.07.11,29,2021
Queendom - The 6th Mini Album,2021.08.21,Queendom,10,레드벨벳(Red Velvet),2021.08.15,34,2021
NEXT EPISODE,2021.08.28,낙하 (with 아이유),8,AKMU (악뮤),2021.08.22,35,2021
Butter,2021.08.14,Butter,12,방탄소년단,2021.08.08,33,2021
Sticker - The 3rd Album,2021.09.11,Sticker,5,NCT 127,2021.09.05,37,2021
Weekend,2021.09.04,Weekend,7,태연 (TAEYEON),2021.08.29,36,2021
신호등,2021.09.25,신호등,2,이무진,2021.09.19,39,2021
OHAYO MY NIGHT,2021.09.18,OHAYO MY NIGHT,4,"디핵 (D-Hack), PATEKO(파테코)",2021.09.12,38,2021
Speak Your Mind (Deluxe),2021.03.06,2002,67,Anne-Marie,2021.02.28,10,2021
에잇,2021.03.13,에잇 (Prod.&Feat. SUGA of BTS),64,아이유 (IU),2021.03.07,11,2021
5th Album 'LILAC',2021.03.20,어푸 (Ah puh),61,아이유 (IU),2021.03.14,12,2021
슬기로운 의사생활 OST Part 3,2021.03.27,아로하,59,조정석,2021.03.21,13,2021
Fresh Adventure,2021.04.10,상상더하기,53,라붐 (LABOUM),2021.04.04,15,2021
SG Wanna Be+,2021.04.17,Timeless,51,SG 워너비,2021.04.11,16,2021
밝게 빛나는 별이 되어 비춰줄게,2021.04.24,밝게 빛나는 별이 되어 비춰줄게,48,송이한,2021.04.18,17,2021
Love poem,2021.04.03,Blueming,56,아이유 (IU),2021.03.28,14,2021
Savage Love (Laxed - Siren Beat) (BTS Remix),2021.05.08,Savage Love (Laxed - Siren Beat) (BTS Remix),43,"Jawsh 685, Jason Derulo, BTS",2021.05.02,19,2021
Summer Queen,2021.05.15,치맛바람 (Chi Mat Ba Ram),40,브레이브걸스 (Brave Girls),2021.05.09,20,2021
Listen (Deluxe),2021.05.22,Hey Mama (Feat. Nicki Minaj & Afrojack),37,David Guetta,2021.05.16,21,2021
사이렌 Remix,2021.05.29,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",35,호미들,2021.05.23,22,2021
슬기로운 의사생활 시즌2 OST Part 12,2021.06.05,Butterfly,32,전미도,2021.05.30,23,2021
STAYDOM,2021.06.12,ASAP,29,STAYC(스테이씨),2021.06.06,24,2021
Red Moon : Beyond The Light,2021.05.01,찰나가 영원이 될 때 (The Eternal Moment),45,마크툽 (Maktub),2021.04.25,18,2021
세 번째 `고백`,2021.06.26,고백,25,멜로망스(Melomance),2021.06.20,26,2021
5th Album `LILAC`,2021.07.03,라일락,24,아이유 (IU),2021.06.27,27,2021
비가 오는 날엔 (2021),2021.06.19,비가 오는 날엔 (2021),27,헤이즈 (Heize),2021.06.13,25,2021
슬기로운 의사생활 시즌2 OST Part 1,2021.07.10,비와 당신,21,이무진,2021.07.04,28,2021
Justice,2021.07.24,"Peaches (Feat. Daniel Caesar, Giveon)",17,Justin Bieber,2021.07.18,30,2021
Bad Habits,2021.07.31,Bad Habits,16,Ed Sheeran,2021.07.25,31,2021
가을 타나 봐 (REVIBE Vol.4),2021.08.07,가을 타나 봐,14,이무진,2021.08.01,32,2021
HAPPEN,2021.07.17,헤픈 우연,19,헤이즈 (Heize),2021.07.11,29,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.08.21,좋아좋아,11,조정석,2021.08.15,34,2021
Butter / Permission to Dance,2021.08.28,Permission to Dance,9,방탄소년단,2021.08.22,35,2021
DUMB DUMB,2021.08.14,DUMB DUMB,13,전소미,2021.08.08,33,2021
MSG워너비 1집,2021.09.11,바라만 본다,6,MSG워너비(M.O.M),2021.09.05,37,2021
NEXT EPISODE,2021.09.04,낙하 (with 아이유),8,AKMU (악뮤),2021.08.29,36,2021
Next Level,2021.09.25,Next Level,3,aespa,2021.09.19,39,2021
Stay,2021.10.02,Stay,1,"The Kid LAROI, Justin Bieber",2021.09.26,40,2021
OHAYO MY NIGHT,2021.09.18,OHAYO MY NIGHT,5,"디핵 (D-Hack), PATEKO(파테코)",2021.09.12,38,2021
YOU NEVER WALK ALONE,2021.03.06,봄날,68,방탄소년단,2021.02.28,10,2021
멜로가 체질 OST Part 3,2021.03.13,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,65,장범준,2021.03.07,11,2021
Fresh Adventure,2021.03.20,상상더하기,62,라붐 (LABOUM),2021.03.14,12,2021
내일은 미스터트롯 우승자 특전곡,2021.03.27,이제 나만 믿어요,60,임영웅,2021.03.21,13,2021
Love poem,2021.04.10,Blueming,54,아이유 (IU),2021.04.04,15,2021
MAP OF THE SOUL : PERSONA,2021.04.17,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),52,방탄소년단,2021.04.11,16,2021
Summer Queen,2021.04.24,치맛바람 (Chi Mat Ba Ram),49,브레이브걸스 (Brave Girls),2021.04.18,17,2021
`키스 먼저 할까요?` OST Part 3,2021.04.03,"모든 날, 모든 순간 (Every day, Every Moment)",57,폴킴,2021.03.28,14,2021
밤하늘의 별을(2020),2021.05.08,밤하늘의 별을(2020),44,경서,2021.05.02,19,2021
Red Moon : Beyond The Light,2021.05.15,찰나가 영원이 될 때 (The Eternal Moment),41,마크툽 (Maktub),2021.05.09,20,2021
4 ONLY,2021.05.22,빨간 립스틱 (Feat. 윤미래),38,이하이,2021.05.16,21,2021
네 번째 `고백`,2021.05.29,고백,36,어반 자카파 (Urban Zakapa),2021.05.23,22,2021
슬기로운 의사생활 시즌2 OST Part 2,2021.06.05,가을 우체국 앞에서,33,김대명,2021.05.30,23,2021
STAYDOM,2021.06.12,ASAP,30,STAYC(스테이씨),2021.06.06,24,2021
밝게 빛나는 별이 되어 비춰줄게,2021.05.01,밝게 빛나는 별이 되어 비춰줄게,46,송이한,2021.04.25,18,2021
Celebrity,2021.06.26,Celebrity,26,아이유 (IU),2021.06.20,26,2021
비가 오는 날엔 (2021),2021.07.03,비가 오는 날엔 (2021),25,헤이즈 (Heize),2021.06.27,27,2021
CRAZY IN LOVE,2021.06.19,LOCO,28,ITZY (있지),2021.06.13,25,2021
슬기로운 의사생활 시즌2 OST Part 1,2021.07.10,비와 당신,22,이무진,2021.07.04,28,2021
다정히 내 이름을 부르면 (경서예지 x 전건호),2021.07.24,다정히 내 이름을 부르면,18,"경서예지, 전건호",2021.07.18,30,2021
HAPPEN,2021.07.31,헤픈 우연,17,헤이즈 (Heize),2021.07.25,31,2021
DUMB DUMB,2021.08.07,DUMB DUMB,15,전소미,2021.08.01,32,2021
세 번째 `고백`,2021.07.17,고백,20,멜로망스(Melomance),2021.07.11,29,2021
Bad Habits,2021.08.21,Bad Habits,12,Ed Sheeran,2021.08.15,34,2021
Butter,2021.08.28,Butter,10,방탄소년단,2021.08.22,35,2021
시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST,2021.08.14,시간을 거슬러 (낮에 뜨는 달 X 케이윌),14,케이윌 (K.Will),2021.08.08,33,2021
Butter / Permission to Dance,2021.09.11,Permission to Dance,7,방탄소년단,2021.09.05,37,2021
Weekend,2021.09.04,Weekend,9,태연 (TAEYEON),2021.08.29,36,2021
Next Level,2021.09.25,Next Level,4,aespa,2021.09.19,39,2021
My Universe,2021.10.02,My Universe,2,"Coldplay, 방탄소년단",2021.09.26,40,2021
Stay,2021.10.09,Stay,1,"The Kid LAROI, Justin Bieber",2021.10.03,41,2021
Next Level,2021.09.18,Next Level,6,aespa,2021.09.12,38,2021
YOU NEVER WALK ALONE,2021.03.06,봄날,69,방탄소년단,2021.02.28,10,2021
Fresh Adventure,2021.03.13,상상더하기,66,라붐 (LABOUM),2021.03.07,11,2021
에잇,2021.03.20,에잇 (Prod.&Feat. SUGA of BTS),63,아이유 (IU),2021.03.14,12,2021
잠이 오질 않네요,2021.03.27,잠이 오질 않네요,61,장범준,2021.03.21,13,2021
Summer Queen,2021.04.10,치맛바람 (Chi Mat Ba Ram),55,브레이브걸스 (Brave Girls),2021.04.04,15,2021
MAP OF THE SOUL : PERSONA,2021.04.17,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),53,방탄소년단,2021.04.11,16,2021
안녕 (Hello) - Special Album,2021.04.24,안녕 (Hello),50,조이 (JOY),2021.04.18,17,2021
We Ride,2021.04.03,운전만해 (We Ride),58,브레이브걸스 (Brave Girls),2021.03.28,14,2021
갯마을 차차차 OST Part 6,2021.05.08,내 기억 속에 남아 있는 그대 모습은,45,산들,2021.05.02,19,2021
Justice,2021.05.15,Off My Face,42,Justin Bieber,2021.05.09,20,2021
항해,2021.05.22,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",39,AKMU (악뮤),2021.05.16,21,2021
슬기로운 의사생활 시즌2 OST Part 2,2021.05.29,가을 우체국 앞에서,37,김대명,2021.05.23,22,2021
Listen (Deluxe),2021.06.05,Hey Mama (Feat. Nicki Minaj & Afrojack),34,David Guetta,2021.05.30,23,2021
사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)) OST,2021.06.12,사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)),31,이해리,2021.06.06,24,2021
THE ALBUM,2021.05.01,Lovesick Girls,47,BLACKPINK,2021.04.25,18,2021
비가 오는 날엔 (2021),2021.06.26,비가 오는 날엔 (2021),27,헤이즈 (Heize),2021.06.20,26,2021
CRAZY IN LOVE,2021.07.03,LOCO,26,ITZY (있지),2021.06.27,27,2021
Dear OHMYGIRL,2021.06.19,Dun Dun Dance,29,오마이걸 (OH MY GIRL),2021.06.13,25,2021
5th Album `LILAC`,2021.07.10,라일락,23,아이유 (IU),2021.07.04,28,2021
DUMB DUMB,2021.07.24,DUMB DUMB,19,전소미,2021.07.18,30,2021
Queendom - The 6th Mini Album,2021.07.31,Queendom,18,레드벨벳(Red Velvet),2021.07.25,31,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.08.07,좋아좋아,16,조정석,2021.08.01,32,2021
Dynamite,2021.07.17,Dynamite,21,방탄소년단,2021.07.11,29,2021
Bad Habits,2021.08.21,Bad Habits,13,Ed Sheeran,2021.08.15,34,2021
Butter,2021.08.28,Butter,11,방탄소년단,2021.08.22,35,2021
시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST,2021.08.14,시간을 거슬러 (낮에 뜨는 달 X 케이윌),15,케이윌 (K.Will),2021.08.08,33,2021
MSG워너비 1집,2021.09.11,바라만 본다,8,MSG워너비(M.O.M),2021.09.05,37,2021
Weekend,2021.09.04,Weekend,10,태연 (TAEYEON),2021.08.29,36,2021
NEXT EPISODE,2021.09.25,낙하 (with 아이유),5,AKMU (악뮤),2021.09.19,39,2021
My Universe,2021.10.02,My Universe,3,"Coldplay, 방탄소년단",2021.09.26,40,2021
신호등,2021.10.09,신호등,2,이무진,2021.10.03,41,2021
OHAYO MY NIGHT,2021.09.18,OHAYO MY NIGHT,7,"디핵 (D-Hack), PATEKO(파테코)",2021.09.12,38,2021
오래된 노래,2021.03.06,오래된 노래,70,스탠딩 에그(Standing Egg),2021.02.28,10,2021
슬기로운 의사생활 OST Part 3,2021.03.13,아로하,67,조정석,2021.03.07,11,2021
멜로디,2021.03.20,멜로디,64,ASH ISLAND,2021.03.14,12,2021
멜로가 체질 OST Part 3,2021.03.27,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,62,장범준,2021.03.21,13,2021
Love poem,2021.04.10,Blueming,56,아이유 (IU),2021.04.04,15,2021
..선물,2021.04.17,힘을 내세요,54,이찬원,2021.04.11,16,2021
추억은 만남보다 이별에 남아,2021.04.24,추억은 만남보다 이별에 남아,51,정동하,2021.04.18,17,2021
내일은 미스터트롯 우승자 특전곡,2021.04.03,이제 나만 믿어요,59,임영웅,2021.03.28,14,2021
밝게 빛나는 별이 되어 비춰줄게,2021.05.08,밝게 빛나는 별이 되어 비춰줄게,46,송이한,2021.05.02,19,2021
Savage Love (Laxed - Siren Beat) (BTS Remix),2021.05.15,Savage Love (Laxed - Siren Beat) (BTS Remix),43,"Jawsh 685, Jason Derulo, BTS",2021.05.09,20,2021
Red Moon : Beyond The Light,2021.05.22,찰나가 영원이 될 때 (The Eternal Moment),40,마크툽 (Maktub),2021.05.16,21,2021
사이렌 Remix,2021.05.29,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",38,호미들,2021.05.23,22,2021
ONLY LOVERS LEFT,2021.06.05,WAITING,35,WOODZ (조승연),2021.05.30,23,2021
STAYDOM,2021.06.12,ASAP,32,STAYC(스테이씨),2021.06.06,24,2021
4 ONLY,2021.05.01,빨간 립스틱 (Feat. 윤미래),48,이하이,2021.04.25,18,2021
Rollin`,2021.06.26,롤린 (Rollin`),28,브레이브걸스 (Brave Girls),2021.06.20,26,2021
비가 오는 날엔 (2021),2021.07.03,비가 오는 날엔 (2021),27,헤이즈 (Heize),2021.06.27,27,2021
STEREOTYPE,2021.06.19,색안경 (STEREOTYPE),30,STAYC(스테이씨),2021.06.13,25,2021
슬기로운 의사생활 시즌2 OST Part 1,2021.07.10,비와 당신,24,이무진,2021.07.04,28,2021
세 번째 `고백`,2021.07.24,고백,20,멜로망스(Melomance),2021.07.18,30,2021
DUMB DUMB,2021.07.31,DUMB DUMB,19,전소미,2021.07.25,31,2021
HAPPEN,2021.08.07,헤픈 우연,17,헤이즈 (Heize),2021.08.01,32,2021
가을 타나 봐 (REVIBE Vol.4),2021.07.17,가을 타나 봐,22,이무진,2021.07.11,29,2021
Justice,2021.08.21,"Peaches (Feat. Daniel Caesar, Giveon)",14,Justin Bieber,2021.08.15,34,2021
다정히 내 이름을 부르면 (경서예지 x 전건호),2021.08.28,다정히 내 이름을 부르면,12,"경서예지, 전건호",2021.08.22,35,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.08.14,좋아좋아,16,조정석,2021.08.08,33,2021
Butter / Permission to Dance,2021.09.11,Permission to Dance,9,방탄소년단,2021.09.05,37,2021
Butter,2021.09.04,Butter,11,방탄소년단,2021.08.29,36,2021
Next Level,2021.09.25,Next Level,6,aespa,2021.09.19,39,2021
Savage - The 1st Mini Album,2021.10.02,Savage,4,aespa,2021.09.26,40,2021
My Universe,2021.10.09,My Universe,3,"Coldplay, 방탄소년단",2021.10.03,41,2021
신사와 아가씨 OST Part.2,2021.10.16,사랑은 늘 도망가,1,임영웅,2021.10.10,42,2021
OHAYO MY NIGHT,2021.09.18,OHAYO MY NIGHT,8,"디핵 (D-Hack), PATEKO(파테코)",2021.09.12,38,2021
그날에 나는 맘이 편했을까,2021.03.06,그날에 나는 맘이 편했을까,71,이예준,2021.02.28,10,2021
YOU NEVER WALK ALONE,2021.03.13,봄날,68,방탄소년단,2021.03.07,11,2021
4 ONLY,2021.03.20,빨간 립스틱 (Feat. 윤미래),65,이하이,2021.03.14,12,2021
멜로가 체질 OST Part 3,2021.03.27,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,63,장범준,2021.03.21,13,2021
SG Wanna Be+,2021.04.10,Timeless,57,SG 워너비,2021.04.04,15,2021
MAP OF THE SOUL : PERSONA,2021.04.17,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),55,방탄소년단,2021.04.11,16,2021
취기를 빌려 (취향저격 그녀 X 산들) OST,2021.04.24,취기를 빌려 (취향저격 그녀 X 산들),52,산들,2021.04.18,17,2021
We Ride,2021.04.03,운전만해 (We Ride),60,브레이브걸스 (Brave Girls),2021.03.28,14,2021
사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)) OST,2021.05.08,사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)),47,이해리,2021.05.02,19,2021
밤하늘의 별을(2020),2021.05.15,밤하늘의 별을(2020),44,경서,2021.05.09,20,2021
밤새 니가 내려,2021.05.22,밤새 니가 내려,41,케이시 (Kassy),2021.05.16,21,2021
사이렌 Remix,2021.05.29,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",39,호미들,2021.05.23,22,2021
항해,2021.06.05,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",36,AKMU (악뮤),2021.05.30,23,2021
STAYDOM,2021.06.12,ASAP,33,STAYC(스테이씨),2021.06.06,24,2021
THE ALBUM,2021.05.01,Lovesick Girls,49,BLACKPINK,2021.04.25,18,2021
CRAZY IN LOVE,2021.06.26,LOCO,29,ITZY (있지),2021.06.20,26,2021
비가 오는 날엔 (2021),2021.07.03,비가 오는 날엔 (2021),28,헤이즈 (Heize),2021.06.27,27,2021
